GR_F,NPHIC,RHOBC,DTC,VCL_FINAL,PHIE_FINAL,TypeRock
97.6691,0.3966,2.3756,115.9766,0.59,0.1555,4
93.2258,0.3726,2.3457,113.8921,0.4772,0.178,3
90.5472,0.3438,2.3324,113.0533,0.392,0.1851,3
93.0737,0.3317,2.3178,109.908,0.379,0.1804,3
97.1045,0.3256,2.3411,104.7688,0.4298,0.1544,3
104.2722,0.3191,2.3801,100.6946,0.5387,0.1055,3
111.4144,0.3208,2.3886,100.5277,0.6564,0.0632,4
110.9395,0.3193,2.4002,101.1684,0.657,0.0606,4
112.7603,0.32,2.3939,100.0509,0.6844,0.0519,4
114.4267,0.333,2.3934,101.0515,0.7388,0.0434,4
113.4066,0.3503,2.3989,103.6045,0.7531,0.0522,4
112.0725,0.3569,2.3998,105.6741,0.7403,0.0624,4
107.4589,0.3668,2.3955,107.9069,0.6784,0.0942,4
101.5455,0.3764,2.3851,111.5455,0.6076,0.1301,4
94.6655,0.3845,2.372,116.5985,0.5364,0.1649,3
89.5451,0.4086,2.3636,120.7107,0.5246,0.1919,3
85.1775,0.4293,2.3636,121.9726,0.5266,0.2104,3
83.2204,0.4342,2.3669,123.3195,0.5246,0.2157,3
82.577,0.4413,2.371,123.8768,0.5366,0.2178,3
82.5007,0.4395,2.3785,122.0544,0.5402,0.2143,3
86.2969,0.4062,2.394,120.6895,0.5254,0.1879,3
86.8166,0.3808,2.4087,119.3074,0.5005,0.173,3
86.1328,0.3758,2.4055,116.9347,0.4838,0.1748,3
88.7982,0.3852,2.3923,118.0994,0.507,0.1754,3
90.2057,0.4208,2.371,118.6083,0.558,0.1903,4
91.749,0.4556,2.3508,118.4035,0.6101,0.2044,4
95.081,0.4587,2.3492,119.6481,0.644,0.1947,4
97.8543,0.4439,2.3539,120.7473,0.651,0.1777,4
98.5281,0.4239,2.362,120.1677,0.6321,0.1656,4
100.7444,0.4041,2.3713,119.9001,0.6319,0.1469,4
103.0573,0.3776,2.3745,117.6898,0.6174,0.1282,4
104.7536,0.3606,2.3773,115.3818,0.6127,0.1146,4
107.9309,0.3428,2.3808,113.2901,0.6301,0.0923,4
109.2533,0.3369,2.3795,110.8441,0.639,0.084,4
110.3109,0.3569,2.3805,110.0699,0.6909,0.0821,4
112.8783,0.3757,2.3784,110.6003,0.766,0.071,4
111.3131,0.3944,2.3721,111.3033,0.7634,0.0887,4
110.7694,0.4153,2.3648,113.6286,0.7825,0.1008,4
110.4674,0.4314,2.359,115.6233,0.7991,0.1096,4
109.0924,0.4395,2.3564,117.2003,0.788,0.1215,4
112.2043,0.4323,2.3545,119.3857,0.8264,0.1004,4
115.2713,0.427,2.3547,120.4437,0.8783,0.0761,4
118.5474,0.4188,2.3577,120.9508,0.9073,0.0586,4
120.8628,0.4058,2.3638,120.4278,0.8914,0.0529,4
117.3343,0.4115,2.3732,120.0255,0.9102,0.0498,4
111.1904,0.4153,2.3821,117.3418,0.8067,0.0907,4
105.9711,0.4153,2.3881,115.164,0.7326,0.1184,4
100.3116,0.419,2.3917,112.5076,0.6722,0.1444,4
96.8346,0.4126,2.397,111.3043,0.6297,0.1542,4
96.6523,0.4063,2.4018,110.2721,0.6218,0.1511,4
97.1713,0.3899,2.4057,108.4539,0.6031,0.1428,4
97.7126,0.3743,2.4078,108.4383,0.5841,0.1355,4
97.9297,0.3839,2.4047,108.2274,0.5997,0.1386,4
98.9571,0.3855,2.4031,108.2692,0.6118,0.1357,4
95.635,0.387,2.4022,109.6995,0.5795,0.1492,4
92.8352,0.3979,2.4018,110.7443,0.5718,0.1622,4
92.998,0.3962,2.4039,112.1728,0.5724,0.1603,4
89.2055,0.399,2.4054,113.5591,0.5466,0.1726,3
88.9458,0.4082,2.4043,114.8186,0.5591,0.1765,4
90.9026,0.4174,2.4033,114.7661,0.5897,0.1736,4
93.6252,0.4297,2.4022,115.4542,0.6333,0.1689,4
98.0822,0.4303,2.3968,115.0445,0.6723,0.1549,4
101.7449,0.4335,2.3886,114.4908,0.7103,0.1439,4
98.5919,0.4467,2.3779,115.7145,0.6869,0.1658,4
91.0204,0.4515,2.3661,117.847,0.612,0.1992,4
86.9248,0.4604,2.359,121.2221,0.5877,0.2172,4
86.1668,0.4725,2.3587,122.4864,0.6023,0.2235,4
89.4845,0.4512,2.3578,123.4756,0.5908,0.2072,4
95.18,0.433,2.3606,124.1179,0.6124,0.1816,4
101.0923,0.4287,2.369,122.7588,0.6752,0.1534,4
103.3614,0.4246,2.3722,120.9129,0.6986,0.1406,4
103.0672,0.4153,2.36,118.8103,0.6672,0.1445,4
96.5801,0.3883,2.3275,112.5274,0.5177,0.1781,3
91.0282,0.347,2.2794,109.5816,0.3496,0.2076,3
85.3976,0.3044,2.2336,104.289,0.1886,0.2337,1
78.0769,0.2756,2.2136,101.9518,0.0729,0.2531,1
79.3357,0.2703,2.1955,101.0015,0.0574,0.2558,1
79.4222,0.2739,2.183,100.3452,0.058,0.2599,1
79.4538,0.2787,2.194,101.5329,0.0671,0.2596,1
86.2236,0.2906,2.2196,101.9511,0.1574,0.2345,1
92.5045,0.3108,2.2829,101.8646,0.3043,0.1926,3
99.9695,0.3207,2.3521,103.9745,0.4627,0.1372,3
106.0095,0.3352,2.4009,104.0943,0.6095,0.0916,4
107.582,0.3562,2.4224,104.2928,0.6885,0.0792,4
105.6743,0.3664,2.4132,104.5714,0.6701,0.0958,4
104.101,0.3662,2.4038,105.9837,0.6399,0.1076,4
100.377,0.3701,2.3844,109.0334,0.5827,0.1337,4
98.8329,0.379,2.3656,113.0604,0.5625,0.1505,4
100.3263,0.3956,2.3583,115.2508,0.5998,0.1519,4
101.0216,0.41,2.3573,116.2237,0.6311,0.1533,4
105.6227,0.4116,2.3744,117.5936,0.708,0.1249,4
110.6044,0.3941,2.3964,115.8517,0.7747,0.0826,4
114.9035,0.3663,2.4105,113.0529,0.8221,0.0397,4
116.9643,0.3473,2.4196,111.1327,0.8459,0.0145,4
113.892,0.3516,2.4239,109.4801,0.7894,0.0378,4
113.4979,0.3613,2.4203,108.1322,0.7945,0.0446,4
111.5831,0.3669,2.4221,109.2852,0.7705,0.0582,4
109.9172,0.3755,2.4146,111.4836,0.7497,0.0741,4
112.1765,0.3756,2.3884,111.6586,0.7628,0.0713,4
108.0415,0.364,2.3911,113.1088,0.6779,0.0923,4
103.5053,0.3648,2.3737,113.4221,0.6005,0.1231,4
100.4465,0.3746,2.3397,113.4958,0.5473,0.154,3
98.1354,0.3679,2.3623,112.3375,0.533,0.1518,3
98.9509,0.3573,2.3749,110.7102,0.5361,0.1404,3
100.7273,0.3468,2.4007,109.1966,0.5631,0.1191,4
103.3446,0.3403,2.4396,107.2084,0.6215,0.0889,4
104.762,0.3561,2.4234,106.46,0.6504,0.0932,4
105.8027,0.3801,2.4047,106.5003,0.6867,0.1024,4
103.3366,0.3956,2.4077,105.4843,0.6839,0.1175,4
101.7097,0.3894,2.415,105.0779,0.6608,0.12,4
99.5101,0.3738,2.4423,106.1252,0.6363,0.1135,4
98.5832,0.3611,2.4626,107.3596,0.6247,0.1051,4
100.1268,0.3686,2.4368,108.1033,0.6288,0.1118,4
97.4102,0.3887,2.4079,112.9401,0.6057,0.1406,4
95.699,0.4037,2.3915,116.3615,0.5979,0.1582,4
94.2868,0.4205,2.3852,117.9152,0.6069,0.1708,4
90.934,0.4442,2.3573,119.6617,0.5903,0.2007,4
93.0004,0.4622,2.3371,119.7998,0.6189,0.208,4
98.1862,0.4626,2.3269,119.5765,0.6597,0.1933,4
101.0088,0.4565,2.2917,117.793,0.6458,0.1943,4
105.4089,0.4314,2.2867,117.4617,0.6527,0.1689,4
108.0431,0.4094,2.2968,117.9366,0.6625,0.1451,4
105.3503,0.4047,2.2918,116.9085,0.6116,0.1602,4
102.1575,0.4039,2.3092,117.8408,0.5869,0.1674,4
100.3444,0.401,2.3131,120.9942,0.565,0.1728,4
97.1664,0.4083,2.2837,123.2345,0.5146,0.2001,3
93.3511,0.4306,2.2851,125.2928,0.5174,0.2192,3
93.189,0.459,2.2417,128.7101,0.5215,0.2461,3
92.8435,0.4845,2.2416,124.5706,0.5617,0.2547,4
93.3357,0.4889,2.3114,122.193,0.642,0.2261,4
97.349,0.4565,2.3331,117.9392,0.6468,0.1921,4
99.9136,0.4154,2.3721,114.46,0.6424,0.1532,4
101.6874,0.3853,2.3861,113.2059,0.6252,0.1313,4
102.0288,0.3677,2.3636,111.8777,0.5774,0.135,4
101.144,0.3782,2.3488,114.4386,0.5703,0.148,4
98.4848,0.4194,2.31,119.6387,0.5729,0.1866,4
95.8381,0.4513,2.3,121.0485,0.5904,0.21,4

